0.000181,1
0.033561,2
0.056782,3
0.083623,4
0.12128,5
0.162826,6
0.226332,7
0.265807,8
0.330974,9
0.377162,10
0.448425,11
0.488922,12
0.520875,13
0.570752,14
0.596432,15
0.64947,16
0.725618,17
0.756654,18
0.7891,19
0.800493,20
0.86031,21
0.891629,22
0.932625,23
1.01067,24
1.02499,25
1.06438,26
1.10954,27
1.17665,28
1.23114,29
1.21866,30
1.29547,31
1.36353,32
